z,pk_obs,pk_baseline
0.5965931863727455,830.7755713088635,819.6610355567248
0.6084168336673347,827.4269117051153,816.4369321784565
0.6202404809619239,824.0918435500597,813.2255106798224
0.632064128256513,820.7703169009998,810.0267211771642
0.6438877755511022,817.4622817299708,806.8405139830392
0.6557114228456914,814.1676879365656,803.6668396054479
0.6675350701402806,810.8864853601588,800.5056487470654
0.6793587174348698,807.6186237915559,797.3568923044767
0.6911823647294589,804.3640529840927,794.2205213674121
0.7030060120240481,801.1227226642189,791.0964872179891
0.7148296593186373,797.8945825415792,787.9847413299547
0.7266533066132265,794.679582318627,784.885235367932
0.7384769539078156,791.477671699782,781.7979211866693
0.7503006012024048,788.2888004001624,778.7227508302927
0.762124248496994,785.1129181539029,775.6596765315602
0.7739478957915832,781.9499747220854,772.6086507111205
0.7857715430861724,778.7999199002938,769.5696259767739
0.7975951903807615,775.6627035258148,766.542555122736
0.8094188376753507,772.5382754844962,763.527391128904
0.8212424849699399,769.4265857172858,760.5240871601275
0.8330661322645291,766.3275842264543,757.5325965654795
0.8448897795591183,763.2412210815282,754.552872877533
0.8567134268537074,760.167446424937,751.5848698116387
0.8685370741482966,757.1062104773913,748.6285412652059
0.8803607214428858,754.0574635430039,745.6838413169867
0.892184368737475,751.0211560141643,742.7507242263624
0.9040080160320642,747.9972383761767,739.8291444326336
0.9158316633266533,744.985661211675,736.9190565543114
0.9276553106212425,741.9863752048218,734.0204153884138
0.9394789579158317,738.9993311452998,731.1331759097625
0.9513026052104209,736.0244799321099,728.2572932702838
0.96312625250501,733.0617725771796,725.3927227983124
0.9749498997995992,730.11116020879,722.5394199978972
0.9867735470941884,727.1725940748332,719.6973405481099
0.9985971943887776,724.2460255459032,716.8664403023566
1.0104208416833669,721.3314061182296,714.0466752876928
1.022244488977956,718.4286874164607,711.2380017041393
1.0340681362725452,715.5378211963018,708.4403759240025
1.0458917835671344,712.6587593470158,705.6537544911967
1.0577154308617236,709.79145389379,702.8780941205686
1.0695390781563128,706.9358569999785,700.1133516972257
1.081362725450902,704.0919209692204,697.3594842758658
1.0931863727454911,701.2595982474446,694.6164490801107
1.1050100200400803,698.4388414247612,691.8842035018408
1.1168336673346695,695.6296032372469,689.1627051005345
1.1286573146292587,692.8318365686287,686.4519116026077
1.1404809619238478,690.0454944518684,683.7517809007579
1.152304609218437,687.270530070656,681.06227105331
1.1641282565130262,684.5068967608098,678.383340283565
1.1759519038076154,681.7545480115929,675.7149469791503
1.1877755511022046,679.0134374669459,673.0570496913743
1.1995991983967937,676.283518926642,670.4096071345822
1.211422845691383,673.5647463473643,667.7725781855142
1.223246492985972,670.8570738437123,665.1459218826676
1.2350701402805613,668.1604556891372,662.52959742566
1.2468937875751505,665.4748463168121,659.9235641745955
1.2587174348697396,662.800200320437,657.3277816494337
1.2705410821643288,660.1364724549828,654.7422095293609
1.282364729458918,657.4836176373769,652.1668076521634
1.2941883767535072,654.8415909471323,649.6015360136041
1.3060120240480964,652.2103476269216,647.0463547668011
1.3178356713426855,649.5898430831013,644.5012242216081
1.3296593186372747,646.9800328861854,641.9661048439992
1.341482965931864,644.3808727712702,639.4409572554531
1.353306613226453,641.7923186384156,636.9257422323428
1.3651302605210422,639.2143265529814,634.4204207053258
1.3769539078156314,636.646852745922,631.9249537587372
1.3887775551102206,634.0898536140414,629.4393026299853
1.4006012024048098,631.543285720208,626.9634287089494
1.412424849699399,629.0071057935346,624.4972935373803
1.4242484969939881,626.4812707295223,622.0408588083026
1.4360721442885773,623.9657375901697,619.5940863654201
1.4478957915831665,621.46046360405,617.1569382025226
1.4597194388777557,618.9654061663579,614.7293764628957
1.4715430861723449,616.4805228389251,612.311363438733
1.483366733466934,614.005771350209,609.9028615705505
1.4951903807615232,611.5411095952518,607.5038334466024
1.5070140280561124,609.086495635615,605.1142418023004
1.5188376753507016,606.6418876992898,602.7340495196358
1.5306613226452908,604.2072441805789,600.3632196266012
1.54248496993988,601.7825236399615,598.0017152966175
1.5543086172344691,599.3676848039312,595.6494998479614
1.5661322645290583,596.9626865648149,593.3065367431955
1.5779559118236475,594.5674879805723,590.9727895886011
1.5897795591182367,592.1820482745729,588.6482221336126
1.6016032064128258,589.8063268353595,586.332798270255
1.613426853707415,587.4402832163877,584.0264820325816
1.6252505010020042,585.0838771357547,581.7292375961172
1.6370741482965934,582.7370684759077,579.4410292773001
1.6488977955911825,580.399817283338,577.1618215329289
1.6607214428857717,578.0720837682616,574.8915789596098
1.672545090180361,575.7538283042828,572.6302662932064
1.68436873747495,573.4450114280482,570.3778484082931
1.6961923847695393,571.1455938388843,568.1342903176081
1.7080160320641284,568.8555363984235,565.8995571715108
1.7198396793587176,566.5748001302215,563.6736142574402
1.7316633266533068,564.3033462193584,561.456426999376
1.743486973947896,562.041136012034,559.247960957301
1.7553106212424852,559.7881310151485,557.0481818266662
1.7671342685370743,557.5442928958781,554.8570554378589
1.7789579158316635,555.309583481237,552.6745477556702
1.7907815631262527,553.0839647576342,550.5006248787682
1.8026052104208419,550.8673988704193,548.3352530391701
1.814428857715431,548.6598481234219,546.178398601718
1.8262525050100202,546.4612749784832,544.0300280635565
1.8380761523046094,544.2716420549799,541.8901080536127
1.8498997995991986,542.0909121293425,539.7586053320772
1.8617234468937878,539.9190481345652,537.635486789888
1.873547094188377,537.7560131597119,535.5207194482163
1.8853707414829661,535.6017704494151,533.4142704579541
1.8971943887775553,533.4562834033695,531.3161070992044
1.9090180360721445,531.3195155758212,529.226196780772
1.9208416833667337,529.1914306750512,527.1445070396585
1.9326653306613228,527.0719925628542,525.0710055405568
1.944488977955912,524.9611652540145,523.0056600753497
1.9563126252505012,522.858912915776,520.9484385626093
1.9681362725450904,520.7651998673102,518.8993090470987
1.9799599198396796,518.6799905791795,516.8582396992756
1.9917835671342687,516.6032496727966,514.8251988147977
2.003607214428858,514.5349419198835,512.800154814031
2.015430861723447,512.4750322419237,510.78307624155804
2.0272545090180363,510.42348570961605,508.7739317656905
2.0390781563126255,508.3802675423222,506.77269017798176
2.0509018036072146,506.3453431075142,504.7793203927422
2.062725450901804,504.31867792021956,502.7937914465568
2.074549098196393,502.3002376424637,500.8160724978036
2.086372745490982,500.28998808271143,498.8461328261752
2.0981963927855714,498.2878951953062,496.88394183220106
2.1100200400801605,496.2939250799087,494.9294690367725
2.1218436873747497,494.3080439809332,492.98268408066906
2.133667334669339,492.3302182869837,491.04355672408724
2.145490981963928,490.36041453028866,489.1120568461704
2.1573146292585172,488.3985993861346,487.18815444454117
2.1691382765531064,486.44473967229976,485.2718196348353
2.1809619238476956,484.49880234848615,483.3630226502374
2.192785571142285,482.560754515752,481.4617338410187
2.204609218436874,480.6305634159437,479.5679236740765
2.216432865731463,478.7081964311264,477.68156273247513
2.2282565130260523,476.7936210830166,475.8026217149895
2.2400801603206415,474.88680503241227,473.9310714356497
2.2519038076152307,472.98771607862494,472.06688282328736
2.26372745490982,471.0963221589107,470.2100269210846
2.275551102204409,469.2125913479026,468.360474886124
2.287374749498998,467.3364918570417,466.51819798894047
2.2991983967935874,465.4679920340104,464.68316761307517
2.3110220440881766,463.60706036216516,462.855355254631
2.3228456913827658,461.7536654599696,461.03473252182977
2.334669338677355,459.9077760804288,459.22127113457094
2.346492985971944,458.0693611105248,457.41494292399307
2.3583166332665333,456.2383895706513,455.6157198320354
2.3701402805611225,454.41483061405035,453.8235739110024
2.3819639278557116,452.59865352625036,452.03847732313005
2.393787575150301,450.7898277245035,450.26040234015267
2.40561122244489,448.9883227572256,448.4893213428727
2.417434869739479,447.1941083034368,446.72520682073167
2.4292585170340684,445.4071541722021,444.9680313713826
2.4410821643286575,443.62743030207537,443.2177677002647
2.4529058116232467,441.8549067605421,441.474388620179
2.464729458917836,440.08955374346584,439.73786705086656
2.476553106212425,438.33134157453367,438.00817601858733
2.4883767535070143,436.58024070470464,436.28528865570144
2.5002004008016034,434.83622171165905,434.56917820025177
2.5120240480961926,433.099255299249,432.85981799554827
2.523847695390782,431.3693122969509,431.15718148975395
2.535671342685371,429.64636365931887,429.4612422354724
2.54749498997996,427.9303804654402,427.77197388933683
2.5593186372745493,426.2213339183922,426.0893502116012
2.5711422845691385,424.51919534470045,424.4133450657322
2.5829659318637277,422.82393619379917,422.7439324180038
2.594789579158317,421.1355280374927,421.08108633709236
2.606613226452906,419.4539425694191,419.4247809936742
2.6184368737474952,417.7791516045153,417.77499066002406
2.6302605210420844,416.1111270784838,416.1316897096158
2.6420841683366736,414.44984104726143,414.4948526167241
2.6539078156312628,412.79526568649,412.8644539560281
2.665731462925852,411.1473732909878,411.2404684022163
2.677555110220441,409.50613627422456,409.62287072959344
2.6893787575150303,407.8715271677967,408.0116358116884
2.7012024048096195,406.24351862090526,406.40673862086396
2.7130260521042087,404.62208339983545,404.80815422792824
2.724849699398798,403.00719438743806,403.21585780174723
2.736673346693387,401.3988245826132,401.62982460885917
2.748496993987976,399.79694709979503,400.0500300130904
2.7603206412825654,398.2015351684396,398.4764494751727
2.7721442885771546,396.6125621325133,396.909058552362
2.7839679358717437,395.03000144998464,395.34783289805875
2.795791583166333,393.45382669231685,393.7927482614297
2.807615230460922,391.88401154396325,392.2437804870316
2.8194388777555113,390.32052980186376,390.7009055144351
2.8312625250501005,388.7633553749445,389.1640993778521
2.8430861723446896,387.2124622836184,387.6333382057627
2.854909819639279,385.6678246592879,386.10859822054454
2.866733466933868,384.1294167438507,384.58985573810395
2.878557114228457,382.59721288920593,383.0770871675073
2.8903807615230463,381.0711875567638,381.5702690106151
2.9022044088176355,379.55131531695605,380.0693778617169
2.9140280561122247,378.0375708487494,378.57439040716747
2.925851703406814,376.5299289391603,377.085283425025
2.937675350701403,375.0283644827724,375.6020337846903
2.9494989979959922,373.53285248125536,374.1246184465474
2.9613226452905814,372.0433680428859,372.65301446160555
2.9731462925851706,370.55988638207134,371.1871989711431
2.98496993987976,369.0823828188745,369.72714920635224
2.996793587174349,367.6108327785414,368.27284248798543
3.008617234468938,366.1452117910296,366.82425622600266
3.0204408817635273,364.68549549054086,365.3813679192214
3.0322645290581165,363.23165961505333,363.9441551549664
3.0440881763527057,361.7836800058574,362.51259560872154
3.055911823647295,360.3415326070934,361.08666704378373
3.067735470941884,358.90519346529055,359.66634731091665
3.079559118236473,357.47463872890864,358.25161434800725
3.0913827655310624,356.04984464788174,356.84244617972297
3.1032064128256516,354.63078757316333,355.43882091717023
3.1150300601202408,353.2174439562743,354.04071675755455
3.12685370741483,351.80979034885223,352.64811198384194
3.138677354709419,350.407803402203,351.26098496442125
3.1505010020040083,349.0114598668547,349.87931415276876
3.1623246492985975,347.62073659211273,348.5030780871127
3.1741482965931866,346.23561052561786,347.1322553901007
3.185971943887776,344.85605871290585,345.766824768467
3.197795591182365,343.4820582969687,344.40676501270235
3.209619238476954,342.1135865178187,343.052054996724
3.2214428857715434,340.75062071205355,341.7026736775478
3.2332665330661325,339.39313831242475,340.3586000949616
3.2450901803607217,338.04111684740604,339.019813371199
3.256913827655311,336.6945339407662,337.68629271061576
3.2687374749499,335.3533673111413,336.35801739936625
3.2805611222444893,334.01759477161147,335.0349668050821
3.2923847695390784,332.68719422927705,333.71712037655135
3.3042084168336676,331.36214368483894,332.40445764339944
3.316032064128257,330.04242123217955,331.0969582157713
3.327855711422846,328.72800505794595,329.7946017840144
3.339679358717435,327.4188734411355,328.49736811836345
3.3515030060120243,326.1150047526824,327.2052370686262
3.3633266533066135,324.81637745504725,325.9181885638702
3.3751503006012027,323.5229701018078,324.63620261211133
3.386973947895792,322.23476133725177,323.3592593000031
3.398797595190381,320.9517298959719,322.08733879252725
3.4106212424849702,319.67385460246214,320.82042133268595
3.4224448897795594,318.4011143707168,319.55848724119454
3.4342685370741486,317.1334882038306,318.3015169161762
3.4460921843687378,315.8709551936011,317.0494908328571
3.457915831663327,314.6134945201329,315.8023895432635
3.469739478957916,313.3610854514436,314.56019367591927
3.4815631262525053,312.1137073430719,313.3228839355454
3.4933867735470945,310.87133963768724,312.09044110276
3.5052104208416837,309.63396186470123,310.86284603377976
3.517034068136273,308.40155363988157,309.64007966012286
3.528857715430862,307.17409466496645,308.4221229883123
3.540681362725451,305.9515647272825,307.20895709958137
3.5525050100200404,304.7339436993632,306.0005631495795
3.5643286573146296,303.52121153856956,304.79692236807955
3.5761523046092187,302.3133482867127,303.59801605868637
3.587975951903808,301.1103340696781,302.4038255985463
3.599799599198397,299.9121490970517,301.21433243805797
3.6116232464929863,298.71877366174743,300.02951810058397
3.6234468937875755,297.5301881396371,298.8493641821642
3.6352705410821646,296.34637298918176,297.67385235122964
3.647094188376754,295.1673087510642,296.5029643483177
3.658917835671343,293.99297604782475,295.3366819857888
3.670741482965932,292.82335558349695,294.1749871475436
3.6825651302605213,291.6584281432463,293.01786178874187
3.6943887775551105,290.49817459301016,291.86528793552174
3.7062124248496997,289.3425758791394,290.717247684721
3.718036072144289,288.1916130280419,289.57372320359866
3.729859719438878,287.0452671458277,288.4346967295583
3.7416833667334672,285.90351941795564,287.3001505698718
3.7535070140280564,284.766351108882,286.1700671014047
3.7653306613226456,283.63374356171045,285.0444287703423
3.777154308617235,282.50567819784436,283.9232180919175
3.788977955911824,281.38213651663943,282.80641765013826
3.800801603206413,280.2631000950597,281.6940100975181
3.8126252505010023,279.1485505873336,280.58597815480596
3.8244488977955915,278.038469724613,279.4823046107181
3.8362725450901807,276.9328393146327,278.3829723216706
3.84809619238477,275.8316412413722,277.28796421151316
3.859919839679359,274.73485746471925,276.1972632712638
3.871743486973948,273.64247002013434,275.1108525588448
3.8835671342685374,272.55446101831706,274.0287151988191
3.8953907815631266,271.47081264487474,272.9508343821289
3.9072144288577157,270.3915071599916,271.8771933658339
3.919038076152305,269.31652689809977,270.8077754728514
3.930861723446894,268.24585426755255,269.7425640916976
3.9426853707414833,267.17947175029843,268.6815426762291
3.9545090180360725,266.1173619015567,267.6246947453861
3.9663326653306616,265.05950734949556,266.5720038829364
3.978156312625251,264.0058907949103,265.5234537372204
3.98997995991984,262.9564950109042,264.47902802089715
4.001803607214429,261.91130284257025,263.4387105106911
4.013627254509018,260.87029720667493,262.40248504714054
4.025450901803607,259.8334610913428,261.370335534346
4.037274549098196,258.80077755574376,260.3422459397211
4.0490981963927855,257.77222972977967,259.3182002937424
4.060921843687375,256.74780081377537,258.29818268970246
4.072745490981964,255.72747407816848,257.2821772834618
4.084569138276553,254.71123286320235,256.27016829320354
4.096392785571142,253.69906057861962,255.26213999918772
4.108216432865731,252.69094070335768,254.25807674350742
4.1200400801603205,251.68685678524557,253.2579629298455
4.13186372745491,250.68679244070174,252.26178302323217
4.143687374749499,249.6907313544342,251.26952154980398
4.155511022044088,248.69865727914123,250.28116309656323
4.167334669338677,247.71055403521373,249.29669231113854
4.179158316633266,246.72640551043943,248.31609390154654
4.190981963927856,245.74619565970804,247.33935263595427
4.202805611222445,244.76990850471768,246.3664533424425
4.214629258517034,243.7975281336833,245.39738090877017
4.226452905811623,242.82903870104576,244.43212028213958
4.238276553106212,241.86442442718297,243.47065646896266
4.2501002004008015,240.90366959812178,242.51297453462792
4.261923847695391,239.9467585652516,241.55905960326862
4.27374749498998,238.9936757450393,240.60889685753165
4.285571142284569,238.04440561874546,239.66247153834723
4.297394789579158,237.09893273214198,238.7197689447
4.309218436873747,236.15724169523068,237.78077443340027
4.321042084168337,235.2193171819639,236.84547341885678
4.332865731462926,234.28514392996584,235.91385137285016
4.344689378757515,233.35470674025532,234.98589382430706
4.356513026052104,232.42799047697028,234.06158635907573
4.368336673346693,231.50498006709276,233.1409146197017
4.3801603206412825,230.58566050017606,232.22386430520507
4.391983967935872,229.67001682807242,231.3104211708582
4.403807615230461,228.75803416466263,230.4005710279646
4.41563126252505,227.8496976855864,229.4942997436383
4.427454909819639,226.94499262797422,228.59159324058461
4.439278557114228,226.0439042901806,227.69243749688124
4.4511022044088175,225.14641803151818,226.79681854576054
4.462925851703407,224.25251927199355,225.9047224753926
4.474749498997996,223.36219349204396,225.0161354286691
4.486573146292585,222.47542623227545,224.13104360298814
4.498396793587174,221.59220309320202,223.24943325003977
4.510220440881763,220.7125097349863,222.37129067559246
4.522044088176353,219.83633187718118,221.49660223928038
4.533867735470942,218.96365529847273,220.6253543543915
4.545691382765531,218.09446583642446,219.75753348765667
4.55751503006012,217.22874938722236,218.89312615903913
4.569338677354709,216.3664919054219,218.03211894152548
4.5811623246492985,215.5076794036951,217.17449846091682
4.592985971943888,214.65229795257991,216.3202513956211
4.604809619238477,213.80033368023018,215.46936447644634
4.616633266533066,212.95177277216658,214.62182448639427
4.628456913827655,212.10660147102925,213.77761826045517
4.640280561122244,211.2648060763313,212.93673268540337
4.652104208416834,210.4263729442132,212.0991546995935
4.663927855711423,209.59128848719905,211.26487129275773
4.675751503006012,208.75953917395307,210.4338695058035
4.687575150300601,207.93111152903802,209.60613643061234
4.69939879759519,207.10599213267415,208.7816592098394
4.7112224448897795,206.2841676204996,207.96042503671356
4.723046092184369,205.46562468333184,207.1424211548387
4.734869739478958,204.6503500669302,206.3276348579954
4.746693386773547,203.83833057175949,205.51605348994374
4.758517034068136,203.02955305275472,204.70766444422654
4.770340681362725,202.22400441908687,203.90245516397357
4.782164328657315,201.4216716339298,203.1004131417066
4.793987975951904,200.62254171422833,202.301525919145
4.805811623246493,199.82660173046716,201.5057810870124
4.817635270541082,199.033838806441,200.71316628484365
4.829458917835671,198.2442401190258,199.9236692007931
4.8412825651302605,197.45779289795087,199.1372775714432
4.85310621242485,196.67448442557236,198.35397918161414
4.864929859719439,195.8943020366473,197.57376186417383
4.876753507014028,195.1172331181093,196.79661349984931
4.888577154308617,194.34326510884458,196.02252201703814
4.900400801603206,193.57238549946973,195.2514753916212
4.9122244488977955,192.80458183210985,194.4834616467755
4.924048096192385,192.03984170017839,193.7184688527887
4.935871743486974,191.2781527481572,192.95648512687325
4.947695390781563,190.51950267137846,192.1974986329822
4.959519038076152,189.76387921580672,191.4414975816251
4.971342685370741,189.0112701778228,190.68847022968512
4.983166332665331,188.26166340400812,189.93840488023645
4.99498997995992,187.51504679092994,189.19128988236255
5.006813627254509,186.77140828492827,188.44711363097548
5.018637274549098,186.03073588190287,187.70586456663528
5.030460921843687,185.29301762710193,186.96753117537068
5.0422845691382765,184.55824161491137,186.2321019885001
5.054108216432866,183.826395988645,185.49956558245353
5.065931863727455,183.0974689403362,184.7699105785952
5.077755511022044,182.37144871052968,184.0431256430466
5.089579158316633,181.6483235880751,183.31919948651074
5.101402805611222,180.928081909921,182.59812086409647
5.113226452905812,180.21071206090983,181.87987857514403
5.125050100200401,179.49620247357413,181.16446146305105
5.13687374749499,178.78454162793327,180.4518584150991
5.148697394789579,178.0757180512915,179.74205836228126
5.160521042084168,177.36972031803657,179.03505027913
5.1723446893787575,176.66653704943965,178.33082318354616
5.184168336673347,175.96615691345554,177.62936613662805
5.195991983967936,175.26856862452468,176.9306682425019
5.207815631262525,174.57376094337516,176.23471864815224
5.219639278557114,173.8817226768263,175.54150654325363
5.231462925851703,173.19244267759265,174.8510211600025
5.2432865731462925,172.50590984408922,174.16325177295005
5.255110220440882,171.82211312023736,173.4781876988356
5.266933867735471,171.1410414952718,172.79581829642063
5.27875751503006,170.46268400354805,172.11613296632353
5.290581162324649,169.78702972435124,171.43912115085482
5.302404809619238,169.11406778170567,170.76477233385344
5.314228456913828,168.44378734418484,170.09307604052307
5.326052104208417,167.7761776247228,169.42402183726963
5.337875751503006,167.11122788042618,168.75759933153915
5.349699398797595,166.44892741238718,168.0937981716564
5.361523046092184,165.789265565497,167.432608046664
5.3733466933867735,165.13223172826062,166.7740186861622
5.385170340681363,164.47781533261224,166.11801986014967
5.396993987975952,163.82600585373137,165.46460137886422
5.408817635270541,163.17679280986002,164.8137530926247
5.42064128256513,162.53016576212042,164.16546489167334
5.432464929859719,161.88611431433392,163.51972670601867
5.444288577154309,161.24462811284033,162.87652850527914
5.456112224448898,160.6056968463184,162.23586029852729
5.467935871743487,159.9693102456069,161.5977121341346
5.479759519038076,159.33545808352642,160.9620740996168
5.491583166332665,158.7041301747024,160.32893632148009
5.5034068136272545,158.07531637538835,159.69828896506752
5.515230460921844,157.4490065832904,159.07012223440645
5.527054108216433,156.8251907373923,158.44442637205628
5.538877755511022,156.20385881778134,157.8211916589569
5.550701402805611,155.58500084547507,157.20040841427777
5.5625250501002,154.96860688224862,156.58206699526744
5.5743486973947896,154.35466703046308,155.96615779710385
5.586172344689379,153.7431714328944,155.35267125274515
5.597995991983968,153.13411027256316,154.74159783278105
5.609819639278557,152.527473772565,154.13292804528476
5.621643286573146,151.9232521959021,153.52665243566565
5.6334669338677354,151.32143584531497,152.9227615865223
5.645290581162325,150.72201506311532,152.32124611749634
5.657114228456914,150.12498023101963,151.72209668512656
5.668937875751503,149.53032176998332,151.12530398270388
5.680761523046092,148.9380301400358,150.53085874012686
5.692585170340681,148.34809584011614,149.93875172375758
5.7044088176352705,147.76050940790955,149.3489737362782
5.71623246492986,147.17526141968474,148.76151561654828
5.728056112224449,146.59234249013147,148.17636823946225
5.739879759519038,146.0117432721996,147.59352251580788
5.751703406813627,145.433454456938,147.01296939212483
5.763527054108216,144.8574667733351,146.43469985056433
5.775350701402806,144.28377098815918,145.85870490874885
5.787174348697395,143.71235790580022,145.28497561963275
5.798997995991984,143.14321836811186,144.71350307136316
5.810821643286573,142.57634325425443,144.1442783871417
5.822645290581162,142.01172348053836,143.57729272508644
5.8344689378757515,141.44935000026857,143.01253727809467
5.846292585170341,140.88921380358943,142.4500032737061
5.85811623246493,140.3313059173303,141.88968197396645
5.869939879759519,139.77561740485206,141.33156467529196
5.881763527054108,139.22213936589372,140.77564270833392
5.893587174348697,138.67086293642066,140.22190743784427
5.905410821643287,138.12177928847248,139.6703502625413
5.917234468937876,137.57487963001233,139.1209626149761
5.929058116232465,137.03015520477638,138.57373596139945
5.940881763527054,136.4875972921244,138.0286618016293
5.952705410821643,135.9471972068906,137.48573166891876
5.9645290581162325,135.40894629923534,136.94493712982447
5.976352705410822,134.8728359544975,136.4062697840757
5.988176352705411,134.3388575930474,135.86972126444394
6.0,133.8070026701404,135.3352832366127
